facility_record_id,facility_name,company_name,facility_object_type,metric_name,metric_period,metric_value,currency_or_unit,related_object_type,source_doc,source_sheet,source_date,adopted,notes
2117,"Nanostructures, Inc. - Fab 1","Nanostructures, Inc.",晶圆制造工厂,cleanroom_area,current,1000,sq ft,工厂,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,2026-06-25,yes,SEMI WFF Company Detail record 2117.
2117,"Nanostructures, Inc. - Fab 1","Nanostructures, Inc.",晶圆制造工厂,facility_size,current,4200,sq ft,工厂,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,2026-06-25,yes,SEMI WFF Company Detail record 2117.
2117,"Nanostructures, Inc. - Fab 1","Nanostructures, Inc.",晶圆制造工厂,project_total_cost,project,30,USD million,工厂,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,2026-06-25,yes,SEMI WFF Company Detail record 2117.
2117,"Nanostructures, Inc. - Fab 1","Nanostructures, Inc.",晶圆制造工厂,project_construction_cost,project,6,USD million,工厂,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,2026-06-25,yes,SEMI WFF Company Detail record 2117.
3222,Nanotech - the UCSB Nanofabrication Facility - Nanotech,Nanotech - the UCSB Nanofabrication Facility,研发中试工厂,current_full_capacity,current,1000,wafers/month,工厂,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,2026-06-25,yes,SEMI WFF Company Detail record 3222.
3222,Nanotech - the UCSB Nanofabrication Facility - Nanotech,Nanotech - the UCSB Nanofabrication Facility,研发中试工厂,capacity_200mm_equivalent,current,562.5,200mm equivalent wafers/month,工厂,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,2026-06-25,yes,SEMI WFF Company Detail record 3222.
3222,Nanotech - the UCSB Nanofabrication Facility - Nanotech,Nanotech - the UCSB Nanofabrication Facility,研发中试工厂,cleanroom_area,current,12700,sq ft,工厂,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,2026-06-25,yes,SEMI WFF Company Detail record 3222.
3222,Nanotech - the UCSB Nanofabrication Facility - Nanotech,Nanotech - the UCSB Nanofabrication Facility,研发中试工厂,project_total_cost,project,20,USD million,工厂,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,2026-06-25,yes,SEMI WFF Company Detail record 3222.
3222,Nanotech - the UCSB Nanofabrication Facility - Nanotech,Nanotech - the UCSB Nanofabrication Facility,研发中试工厂,project_construction_cost,project,7,USD million,工厂,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,2026-06-25,yes,SEMI WFF Company Detail record 3222.
3670,Nanovation - n/a,Nanovation,外延工厂,current_full_capacity,current,1000,wafers/month,工厂,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,2026-06-25,yes,SEMI WFF Company Detail record 3670.
3670,Nanovation - n/a,Nanovation,外延工厂,capacity_200mm_equivalent,current,140.625,200mm equivalent wafers/month,工厂,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,2026-06-25,yes,SEMI WFF Company Detail record 3670.
3670,Nanovation - n/a,Nanovation,外延工厂,project_total_cost,project,12,USD million,工厂,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,2026-06-25,yes,SEMI WFF Company Detail record 3670.
3670,Nanovation - n/a,Nanovation,外延工厂,project_construction_cost,project,3,USD million,工厂,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,2026-06-25,yes,SEMI WFF Company Detail record 3670.
6218,Nanox - Nanox,Nanox,晶圆制造工厂,current_full_capacity,current,10000,wafers/month,工厂,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,2026-06-25,yes,SEMI WFF Company Detail record 6218.
6218,Nanox - Nanox,Nanox,晶圆制造工厂,capacity_200mm_equivalent,current,2500,200mm equivalent wafers/month,工厂,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,2026-06-25,yes,SEMI WFF Company Detail record 6218.
6218,Nanox - Nanox,Nanox,晶圆制造工厂,project_total_cost,project,42,USD million,工厂,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,2026-06-25,yes,SEMI WFF Company Detail record 6218.
6218,Nanox - Nanox,Nanox,晶圆制造工厂,project_construction_cost,project,12,USD million,工厂,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,2026-06-25,yes,SEMI WFF Company Detail record 6218.
6221,Nanya Technology - Fab 5 Phase 1,Nanya Technology,晶圆制造工厂,current_full_capacity,current,20000,wafers/month,工厂,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,2026-06-25,yes,SEMI WFF Company Detail record 6221.
6221,Nanya Technology - Fab 5 Phase 1,Nanya Technology,晶圆制造工厂,capacity_200mm_equivalent,current,45000,200mm equivalent wafers/month,工厂,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,2026-06-25,yes,SEMI WFF Company Detail record 6221.
6221,Nanya Technology - Fab 5 Phase 1,Nanya Technology,晶圆制造工厂,project_total_cost,project,3700,USD million,工厂,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Project Spending,2026-06-25,yes,SEMI WFF Project Spending record 6221.
6221,Nanya Technology - Fab 5 Phase 1,Nanya Technology,晶圆制造工厂,project_construction_cost,project,1600,USD million,工厂,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Project Spending,2026-06-25,yes,SEMI WFF Project Spending record 6221.
6221,Nanya Technology - Fab 5 Phase 1,Nanya Technology,晶圆制造工厂,project_equipment_cost,project,2100,USD million,工厂,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Project Spending,2026-06-25,yes,SEMI WFF Project Spending record 6221.
6256,Nanya Technology - Fab 5 Phase 2,Nanya Technology,晶圆制造工厂,current_full_capacity,current,25000,wafers/month,工厂,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,2026-06-25,yes,SEMI WFF Company Detail record 6256.
6256,Nanya Technology - Fab 5 Phase 2,Nanya Technology,晶圆制造工厂,capacity_200mm_equivalent,current,56250,200mm equivalent wafers/month,工厂,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,2026-06-25,yes,SEMI WFF Company Detail record 6256.
6256,Nanya Technology - Fab 5 Phase 2,Nanya Technology,晶圆制造工厂,project_total_cost,project,3400,USD million,工厂,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Project Spending,2026-06-25,yes,SEMI WFF Project Spending record 6256.
6256,Nanya Technology - Fab 5 Phase 2,Nanya Technology,晶圆制造工厂,project_construction_cost,project,400,USD million,工厂,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Project Spending,2026-06-25,yes,SEMI WFF Project Spending record 6256.
6256,Nanya Technology - Fab 5 Phase 2,Nanya Technology,晶圆制造工厂,project_equipment_cost,project,3000,USD million,工厂,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Project Spending,2026-06-25,yes,SEMI WFF Project Spending record 6256.
6696,Nanya Technology - Nanya Technology R&D Center,Nanya Technology,研发中试工厂,current_full_capacity,current,1000,wafers/month,工厂,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,2026-06-25,yes,SEMI WFF Company Detail record 6696.
6696,Nanya Technology - Nanya Technology R&D Center,Nanya Technology,研发中试工厂,capacity_200mm_equivalent,current,2250,200mm equivalent wafers/month,工厂,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,2026-06-25,yes,SEMI WFF Company Detail record 6696.
6696,Nanya Technology - Nanya Technology R&D Center,Nanya Technology,研发中试工厂,project_equipment_cost,project,76,USD million,工厂,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Project Spending,2026-06-25,yes,SEMI WFF Project Spending record 6696.
6699,Nanya Technology - Fab 5 (EUV Fab),Nanya Technology,晶圆制造工厂,project_total_cost,project,1400,USD million,工厂,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Project Spending,2026-06-25,yes,SEMI WFF Project Spending record 6699.
6699,Nanya Technology - Fab 5 (EUV Fab),Nanya Technology,晶圆制造工厂,project_construction_cost,project,500,USD million,工厂,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Project Spending,2026-06-25,yes,SEMI WFF Project Spending record 6699.
6699,Nanya Technology - Fab 5 (EUV Fab),Nanya Technology,晶圆制造工厂,project_equipment_cost,project,900,USD million,工厂,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Project Spending,2026-06-25,yes,SEMI WFF Project Spending record 6699.
3767,Nanya Technology - Fab 3A North,Nanya Technology,晶圆制造工厂,current_full_capacity,current,25000,wafers/month,工厂,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,2026-06-25,yes,SEMI WFF Company Detail record 3767.
3767,Nanya Technology - Fab 3A North,Nanya Technology,晶圆制造工厂,capacity_200mm_equivalent,current,56250,200mm equivalent wafers/month,工厂,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,2026-06-25,yes,SEMI WFF Company Detail record 3767.
3767,Nanya Technology - Fab 3A North,Nanya Technology,晶圆制造工厂,project_equipment_cost,project,575,USD million,工厂,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Project Spending,2026-06-25,yes,SEMI WFF Project Spending record 3767.
2153,Nanya Technology - Fab 3A,Nanya Technology,晶圆制造工厂,current_full_capacity,current,35000,wafers/month,工厂,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,2026-06-25,yes,SEMI WFF Company Detail record 2153.
2153,Nanya Technology - Fab 3A,Nanya Technology,晶圆制造工厂,capacity_200mm_equivalent,current,78750,200mm equivalent wafers/month,工厂,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,2026-06-25,yes,SEMI WFF Company Detail record 2153.
2153,Nanya Technology - Fab 3A,Nanya Technology,晶圆制造工厂,project_equipment_cost,project,855,USD million,工厂,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Project Spending,2026-06-25,yes,SEMI WFF Project Spending record 2153.
6257,Nanya Technology - Fab 5 Phase 3,Nanya Technology,晶圆制造工厂,current_full_capacity,current,15000,wafers/month,工厂,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,2026-06-25,yes,SEMI WFF Company Detail record 6257.
6257,Nanya Technology - Fab 5 Phase 3,Nanya Technology,晶圆制造工厂,capacity_200mm_equivalent,current,33750,200mm equivalent wafers/month,工厂,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,2026-06-25,yes,SEMI WFF Company Detail record 6257.
1580,NASA - Goddard Laboratory - DDL (Detrector Development Lab),NASA - Goddard Laboratory,研发中试工厂,current_full_capacity,current,1000,wafers/month,工厂,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,2026-06-25,yes,SEMI WFF Company Detail record 1580.
1580,NASA - Goddard Laboratory - DDL (Detrector Development Lab),NASA - Goddard Laboratory,研发中试工厂,capacity_200mm_equivalent,current,562.5,200mm equivalent wafers/month,工厂,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,2026-06-25,yes,SEMI WFF Company Detail record 1580.
1580,NASA - Goddard Laboratory - DDL (Detrector Development Lab),NASA - Goddard Laboratory,研发中试工厂,cleanroom_area,current,4400,sq ft,工厂,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,2026-06-25,yes,SEMI WFF Company Detail record 1580.
1580,NASA - Goddard Laboratory - DDL (Detrector Development Lab),NASA - Goddard Laboratory,研发中试工厂,facility_size,current,24000,sq ft,工厂,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,2026-06-25,yes,SEMI WFF Company Detail record 1580.
1580,NASA - Goddard Laboratory - DDL (Detrector Development Lab),NASA - Goddard Laboratory,研发中试工厂,project_total_cost,project,25,USD million,工厂,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,2026-06-25,yes,SEMI WFF Company Detail record 1580.
1580,NASA - Goddard Laboratory - DDL (Detrector Development Lab),NASA - Goddard Laboratory,研发中试工厂,project_construction_cost,project,5,USD million,工厂,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,2026-06-25,yes,SEMI WFF Company Detail record 1580.
4962,National Institute for Nanotechnology (NINT) - NINT,National Institute for Nanotechnology (NINT),研发中试工厂,current_full_capacity,current,500,wafers/month,工厂,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,2026-06-25,yes,SEMI WFF Company Detail record 4962.
4962,National Institute for Nanotechnology (NINT) - NINT,National Institute for Nanotechnology (NINT),研发中试工厂,capacity_200mm_equivalent,current,281.25,200mm equivalent wafers/month,工厂,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,2026-06-25,yes,SEMI WFF Company Detail record 4962.
4962,National Institute for Nanotechnology (NINT) - NINT,National Institute for Nanotechnology (NINT),研发中试工厂,cleanroom_area,current,5330,sq ft,工厂,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,2026-06-25,yes,SEMI WFF Company Detail record 4962.
4962,National Institute for Nanotechnology (NINT) - NINT,National Institute for Nanotechnology (NINT),研发中试工厂,facility_size,current,215300,sq ft,工厂,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,2026-06-25,yes,SEMI WFF Company Detail record 4962.
4962,National Institute for Nanotechnology (NINT) - NINT,National Institute for Nanotechnology (NINT),研发中试工厂,project_total_cost,project,70,USD million,工厂,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,2026-06-25,yes,SEMI WFF Company Detail record 4962.
4962,National Institute for Nanotechnology (NINT) - NINT,National Institute for Nanotechnology (NINT),研发中试工厂,project_construction_cost,project,40,USD million,工厂,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,2026-06-25,yes,SEMI WFF Company Detail record 4962.
1983,National Nano Device Laboratories (NDL) - New Nano Fab,National Nano Device Laboratories (NDL),研发中试工厂,current_full_capacity,current,500,wafers/month,工厂,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,2026-06-25,yes,SEMI WFF Company Detail record 1983.
1983,National Nano Device Laboratories (NDL) - New Nano Fab,National Nano Device Laboratories (NDL),研发中试工厂,capacity_200mm_equivalent,current,500,200mm equivalent wafers/month,工厂,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,2026-06-25,yes,SEMI WFF Company Detail record 1983.
1983,National Nano Device Laboratories (NDL) - New Nano Fab,National Nano Device Laboratories (NDL),研发中试工厂,facility_size,current,36286,sq ft,工厂,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,2026-06-25,yes,SEMI WFF Company Detail record 1983.
1983,National Nano Device Laboratories (NDL) - New Nano Fab,National Nano Device Laboratories (NDL),研发中试工厂,project_total_cost,project,75,USD million,工厂,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,2026-06-25,yes,SEMI WFF Company Detail record 1983.
1983,National Nano Device Laboratories (NDL) - New Nano Fab,National Nano Device Laboratories (NDL),研发中试工厂,project_construction_cost,project,15,USD million,工厂,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,2026-06-25,yes,SEMI WFF Company Detail record 1983.
1982,National Nano Device Laboratories (NDL) - Nano Fab,National Nano Device Laboratories (NDL),研发中试工厂,current_full_capacity,current,500,wafers/month,工厂,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,2026-06-25,yes,SEMI WFF Company Detail record 1982.
1982,National Nano Device Laboratories (NDL) - Nano Fab,National Nano Device Laboratories (NDL),研发中试工厂,capacity_200mm_equivalent,current,281.25,200mm equivalent wafers/month,工厂,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,2026-06-25,yes,SEMI WFF Company Detail record 1982.
1982,National Nano Device Laboratories (NDL) - Nano Fab,National Nano Device Laboratories (NDL),研发中试工厂,cleanroom_area,current,23086,sq ft,工厂,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,2026-06-25,yes,SEMI WFF Company Detail record 1982.
1982,National Nano Device Laboratories (NDL) - Nano Fab,National Nano Device Laboratories (NDL),研发中试工厂,project_total_cost,project,30,USD million,工厂,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,2026-06-25,yes,SEMI WFF Company Detail record 1982.
1982,National Nano Device Laboratories (NDL) - Nano Fab,National Nano Device Laboratories (NDL),研发中试工厂,project_construction_cost,project,7,USD million,工厂,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,2026-06-25,yes,SEMI WFF Company Detail record 1982.
3151,NeoPhotonics Corporation - San Jose,NeoPhotonics Corporation,晶圆制造工厂,current_full_capacity,current,1000,wafers/month,工厂,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,2026-06-25,yes,SEMI WFF Company Detail record 3151.
3151,NeoPhotonics Corporation - San Jose,NeoPhotonics Corporation,晶圆制造工厂,capacity_200mm_equivalent,current,1000,200mm equivalent wafers/month,工厂,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,2026-06-25,yes,SEMI WFF Company Detail record 3151.
3151,NeoPhotonics Corporation - San Jose,NeoPhotonics Corporation,晶圆制造工厂,cleanroom_area,current,10760,sq ft,工厂,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,2026-06-25,yes,SEMI WFF Company Detail record 3151.
3151,NeoPhotonics Corporation - San Jose,NeoPhotonics Corporation,晶圆制造工厂,facility_size,current,64583,sq ft,工厂,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,2026-06-25,yes,SEMI WFF Company Detail record 3151.
3151,NeoPhotonics Corporation - San Jose,NeoPhotonics Corporation,晶圆制造工厂,project_total_cost,project,45,USD million,工厂,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,2026-06-25,yes,SEMI WFF Company Detail record 3151.
3151,NeoPhotonics Corporation - San Jose,NeoPhotonics Corporation,晶圆制造工厂,project_construction_cost,project,20,USD million,工厂,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,2026-06-25,yes,SEMI WFF Company Detail record 3151.
713,New Japan Radio - GaAs,New Japan Radio,晶圆制造工厂,current_full_capacity,current,8000,wafers/month,工厂,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,2026-06-25,yes,SEMI WFF Company Detail record 713.
713,New Japan Radio - GaAs,New Japan Radio,晶圆制造工厂,capacity_200mm_equivalent,current,2000,200mm equivalent wafers/month,工厂,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,2026-06-25,yes,SEMI WFF Company Detail record 713.
716,New Japan Radio - Fab 3,New Japan Radio,晶圆制造工厂,current_full_capacity,current,15000,wafers/month,工厂,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,2026-06-25,yes,SEMI WFF Company Detail record 716.
716,New Japan Radio - Fab 3,New Japan Radio,晶圆制造工厂,capacity_200mm_equivalent,current,5859.375,200mm equivalent wafers/month,工厂,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,2026-06-25,yes,SEMI WFF Company Detail record 716.
3859,New Japan Radio - Fab 4,New Japan Radio,晶圆制造工厂,current_full_capacity,current,7000,wafers/month,工厂,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,2026-06-25,yes,SEMI WFF Company Detail record 3859.
3859,New Japan Radio - Fab 4,New Japan Radio,晶圆制造工厂,capacity_200mm_equivalent,current,3937.5,200mm equivalent wafers/month,工厂,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,2026-06-25,yes,SEMI WFF Company Detail record 3859.
587,New Japan Radio - NJR Fukuoka,New Japan Radio,晶圆制造工厂,current_full_capacity,current,35000,wafers/month,工厂,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,2026-06-25,yes,SEMI WFF Company Detail record 587.
587,New Japan Radio - NJR Fukuoka,New Japan Radio,晶圆制造工厂,capacity_200mm_equivalent,current,19687.5,200mm equivalent wafers/month,工厂,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,2026-06-25,yes,SEMI WFF Company Detail record 587.
587,New Japan Radio - NJR Fukuoka,New Japan Radio,晶圆制造工厂,cleanroom_area,current,40000,sq ft,工厂,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,2026-06-25,yes,SEMI WFF Company Detail record 587.
587,New Japan Radio - NJR Fukuoka,New Japan Radio,晶圆制造工厂,project_equipment_cost,project,10.8,USD million,工厂,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Project Spending,2026-06-25,yes,SEMI WFF Project Spending record 587.
1313,New Jersey Institute of Technology - N/A,New Jersey Institute of Technology,研发中试工厂,current_full_capacity,current,500,wafers/month,工厂,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,2026-06-25,yes,SEMI WFF Company Detail record 1313.
1313,New Jersey Institute of Technology - N/A,New Jersey Institute of Technology,研发中试工厂,capacity_200mm_equivalent,current,281.25,200mm equivalent wafers/month,工厂,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,2026-06-25,yes,SEMI WFF Company Detail record 1313.
1313,New Jersey Institute of Technology - N/A,New Jersey Institute of Technology,研发中试工厂,cleanroom_area,current,1200,sq ft,工厂,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,2026-06-25,yes,SEMI WFF Company Detail record 1313.
1313,New Jersey Institute of Technology - N/A,New Jersey Institute of Technology,研发中试工厂,facility_size,current,22000,sq ft,工厂,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,2026-06-25,yes,SEMI WFF Company Detail record 1313.
1313,New Jersey Institute of Technology - N/A,New Jersey Institute of Technology,研发中试工厂,project_total_cost,project,7,USD million,工厂,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,2026-06-25,yes,SEMI WFF Company Detail record 1313.
1313,New Jersey Institute of Technology - N/A,New Jersey Institute of Technology,研发中试工厂,project_construction_cost,project,2,USD million,工厂,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,2026-06-25,yes,SEMI WFF Company Detail record 1313.
3808,Nexchip - N1 (A1+A2),Nexchip,晶圆制造工厂,current_full_capacity,current,120000,wafers/month,工厂,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,2026-06-25,yes,SEMI WFF Company Detail record 3808.
3808,Nexchip - N1 (A1+A2),Nexchip,晶圆制造工厂,capacity_200mm_equivalent,current,270000,200mm equivalent wafers/month,工厂,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,2026-06-25,yes,SEMI WFF Company Detail record 3808.
3808,Nexchip - N1 (A1+A2),Nexchip,晶圆制造工厂,project_equipment_cost,project,420,USD million,工厂,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Project Spending,2026-06-25,yes,SEMI WFF Project Spending record 3808.
5045,Nexchip - N1(A3+A4),Nexchip,晶圆制造工厂,current_full_capacity,current,105000,wafers/month,工厂,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,2026-06-25,yes,SEMI WFF Company Detail record 5045.
5045,Nexchip - N1(A3+A4),Nexchip,晶圆制造工厂,capacity_200mm_equivalent,current,236250,200mm equivalent wafers/month,工厂,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,2026-06-25,yes,SEMI WFF Company Detail record 5045.
5045,Nexchip - N1(A3+A4),Nexchip,晶圆制造工厂,project_total_cost,project,5140,USD million,工厂,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Project Spending,2026-06-25,yes,SEMI WFF Project Spending record 5045.
5045,Nexchip - N1(A3+A4),Nexchip,晶圆制造工厂,project_construction_cost,project,150,USD million,工厂,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Project Spending,2026-06-25,yes,SEMI WFF Project Spending record 5045.
5045,Nexchip - N1(A3+A4),Nexchip,晶圆制造工厂,project_equipment_cost,project,4990,USD million,工厂,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Project Spending,2026-06-25,yes,SEMI WFF Project Spending record 5045.
