nameCn,nameEn,objectTypeName,description,property.record_id,property.facility_type,property.status,property.city,property.state_province,property.country,property.country_region,property.region,property.address,property.website,property.product_type,property.product_type_2,property.products,property.technology_and_materials,property.current_geometry,property.current_wafer_size,property.current_full_capacity,property.capacity_200mm_equivalent,property.cleanroom_sq_ft,property.cleanroom_class,property.facility_size,property.start_year,property.construction_year,property.first_silicon_year,property.production_year,property.data_source,property.source_sheet,source_url
Seiko NPC (formaly Nippon Precision Circuits) - Shiobara Technology Center,,晶圆制造工厂,"Seiko NPC (formaly Nippon Precision Circuits) 的 Shiobara Technology Center，位于 Nasushiobara, Tochigi, 日本。",727,晶圆厂，中试线，研发,in production,Nasushiobara,Tochigi,日本,日本,日本,"531-1 Shimotano, Shiobara",http://www.npc.co.jp/en/,Discrete/Power,Discrete,"IC components, power management IC, temp sensors","CMOS, BiCMOS",0.8,6,8000,4500,32295,1000,,1984,1982,1994,1994,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,http://www.npc.co.jp/en/
Semefab Ltd. - Fab 1 (CMOS1),,晶圆制造工厂,"Semefab Ltd. 的 Fab 1 (CMOS1)，位于 Glenrothes, Fife, Scotland。",901,晶圆厂,in production,Glenrothes,Fife,Scotland,Europe & Mideast,欧洲,"Newark Road South, Eastfield Ind. Estate",http://www.semefab.com,代工/IDM/功率,Discrete,"CMOS Bipolar products, Linear IC, JFET, RF MOSFET, Discrete diodes","CMOS; MOS, Bipolar",2.5,4,4200,1050,4575,100,22000,1986,1984,1986,1986,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,http://www.semefab.com
Semefab Ltd. - Fab 3 (CMOS3),,晶圆制造工厂,"Semefab Ltd. 的 Fab 3 (CMOS3)，位于 Glenrothes, Fife, Scotland。",2437,晶圆厂,In production,Glenrothes,Fife,Scotland,Europe & Mideast,欧洲,"Unit E, Newark Road South, Eastfield Ind. Estate",http://www.semefab.com,Foundry/IDM/MEMS,MEMS,"complete 6-inch foundry of CMOS and MEMS technology, Opto IC, ASIC for applications such as ALS for CCTV and Blood Analyss","CMOS; MOS, Bipolar, MEMS",0.8,6,6250,3515.625,12917,10,15850,2011,2009,2011,2011,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,http://www.semefab.com
Semefab Ltd. - Fab 2 (new MEMS 2),,晶圆制造工厂,"Semefab Ltd. 的 Fab 2 (new MEMS 2)，位于 Glenrothes, Fife, Scotland。",2897,晶圆厂，研发,In production,Glenrothes,Fife,Scotland,Europe & Mideast,欧洲,"Newark Road South, Eastfield Ind. Estate",http://www.semefab.com,代工/MEMS,MEMS,"MEMS Foundry, MEMS sensors, Pressure sensor, Accelerometer","MEMS, CMOS",0.8,6,2100,1181.25,6459,100,8450,2009,2008,2009,2009,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,http://www.semefab.com
Semicoa Semiconductors - N/A,,晶圆制造工厂,"Semicoa Semiconductors 的 N/A，位于 Costa Mesa, California, 美国。",902,晶圆厂,in production,Costa Mesa,California,美国,美洲,NA,333 Mccormick,http://www.semicoa.com,Discrete/Power,Discrete,"Custom Hi-Reliability RF Power Photodiodes, (RF) small signal, power transistors",Bipolar,0.5,4,12000,3000,10000,,,1969,1967,1969,1969,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,http://www.semicoa.com
Semiconductor Integrated Display Technology (SIDTEK) - 12inch MicroOLED Line,,晶圆制造工厂,"Semiconductor Integrated Display Technology (SIDTEK) 的 12inch MicroOLED Line，位于 Wuhu, Anhui, 中国。",6569,晶圆厂,In production/support,Wuhu,Anhui,中国,中国,亚太,"No.1 Foshan Road, Gao'an Street",http://en.sidtek.com.cn/,光电器件/激光器及其他,Opto,,,0.055,12,6000,13500,,,,2024,2022,2024,2024,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,http://en.sidtek.com.cn/
Semikron Elektronik GmbH & Co. KG - SEMIKRON Vrbove,,晶圆制造工厂,"Semikron Elektronik GmbH & Co. KG 的 SEMIKRON Vrbove，位于 Vrbové, Piešťany, Slovakia。",3554,晶圆厂,In production,Vrbové,Piešťany,Slovakia,Europe & Mideast,欧洲,Steruská ul. 3,http://www.semikron.com,Discrete/Power,Discrete,"Power, IGBT, MOSFET, Thyristor, Diode","Bipolar, MOS",2,4,4000,1000,,1000,6728,1993,1992,1993,1993,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,http://www.semikron.com
Semikron Elektronik GmbH & Co. KG - SEMICELL,,晶圆制造工厂,"Semikron Elektronik GmbH & Co. KG 的 SEMICELL，位于 Nürnberg, Bavaria, 德国。",3549,晶圆厂，研发,In production,Nürnberg,Bavaria,德国,Europe & Mideast,欧洲,Sigmundstr. 200,http://www.semikron.com,Discrete/Power,Discrete,"Power, diodes and thyristors",Bipolar,1,6,20000,11250,,,,1999,1998,1999,1999,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,http://www.semikron.com
"SemiSouth Laboratories, Inc. - N/A",,晶圆制造工厂,"SemiSouth Laboratories, Inc. 的 N/A，位于 Starkville, Mississippi, 美国。",2173,晶圆厂，研发,In production,Starkville,Mississippi,美国,美洲,NA,201 Research Blvd,http://www.semisouth.com,Discrete/Power,Discrete,"Power Rectifiers, Power Transistors, SiC power JFET and power diode; EPI, SiC Foundry; Silicon Carbide (SiC) Schottky Barrier Rectifiers (SBRs)",CMOS; BiPolar; SiC; EPI,1.5,4,12000,3000,12000,,20000,2006,2005,2006,2006,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,http://www.semisouth.com
Sensera - Woburn (inside Agiltron fab),,晶圆制造工厂,"Sensera 的 Woburn (inside Agiltron fab)，位于 Woburn, Massachusetts, 美国。",5005,晶圆厂，研发,In production,Woburn,Massachusetts,美国,美洲,NA,15 Presidential Way,www.sensera.com,MEMS,MEMS,"MEMS: high performance microsensors and micro-fabricated components for Healthcare, Industrial, Defense and Aerospace markets","MEMS, Si, Glass",0.5,6,417,234.5625,4000,100,,2011,2010,2011,2011,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/output/semiconductor_ontology.json
SensFab Pte. Ltd. - Fab 1,,晶圆制造工厂,"SensFab Pte. Ltd. 的 Fab 1，位于 新加坡, 新加坡, 新加坡。",1906,晶圆厂,in production,新加坡,新加坡,新加坡,SE Asia,亚太,"85 Science Park Drive, #02-07 The Cavendish",http://www.sensfab.com.sg,MEMS,MEMS,"ASICs, MEMS: pressure sensors; accelerometer; silicon microphone; thermopile arrays, thermal cameras; Foundry service:(CMOS MEMS technology, bulk and surface processes, MEMS)","MEMS, BiCMOS",0.6,6,2000,1125,4200,10,,1995,1994,1995,1995,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,http://www.sensfab.com.sg
Sensitron Semiconductor - N/A,,晶圆制造工厂,"Sensitron Semiconductor 的 N/A，位于 Deer Park, New York, 美国。",1641,晶圆厂,in production,Deer Park,New York,美国,美洲,NA,221 West Industry Court,http://www.sensitron.com,Discrete/Power,Discrete,"Rectifiers (Schottky, Power, Fast), Silicon Rectifier Dice, voltage contro, RF (amplifiers, switches, dividers), IGBT, MOSFETs, GaAs","GaAs, Bipolar, IGBT, MOSFET",2,4,15000,3750,2700,10000,23000,1972,1970,1972,1972,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,http://www.sensitron.com
Sensonor - Horten,,晶圆制造工厂,"Sensonor 的 Horten，位于 Horten, Vestfold, Norway。",2359,晶圆厂，研发,In production,Horten,Vestfold,Norway,Europe & Mideast,欧洲,Knudsrødveien 7,www.sensonor.com,MEMS/RF,MEMS,"MEMS Sensors: Gyro and Pressure Sensors, Temperature Sensors,  Magnetic Field Sensors and SAW Filters",MEMS,1,6,1000,562.5,16146,100,,1986,2005,2005,2006,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/output/semiconductor_ontology.json
Sercalo - MEMS Facility,,晶圆制造工厂,"Sercalo 的 MEMS Facility，位于 Neuchâtel, Neuchâtel, 瑞士。",5074,晶圆厂，中试线，研发,In production,Neuchâtel,Neuchâtel,瑞士,Europe & Mideast,欧洲,Rue des Draizes 5,"_x000D_
http://www.sercalo.com",MEMS/Opto,MEMS,"Foundry service; MOEMS (Micro-Opto- Electro-Mechanical Systems), MEMS micro mirrors, Galvanometer, Photonics, MEMS VOA (variable optical attenuators)","MEMS, MOEMS",0.5,4,2000,500,,,,1999,1998,1999,1999,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,http://www.sercalo.com
Shaanxi Electronic Core Industry Times Technology - Fab 1,,晶圆制造工厂,"Shaanxi Electronic Core Industry Times Technology 的 Fab 1，位于 Xian, Shaanxi, 中国。",6649,晶圆厂,In production,Xian,Shaanxi,中国,中国,亚太,Intersection of Qinghe North Road and Cuiwei Road,,代工/功率,Discrete,,,0.35,8,50000,50000,,,,2026,2023,2025,2026,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
Shanghai Advanced Micro Semiconductors - Fab 2,,晶圆制造工厂,"Shanghai Advanced Micro Semiconductors 的 Fab 2，位于 Shanghai, Shanghai, 中国。",6540,晶圆厂，中试线，研发,1st silicon,Shanghai,Shanghai,中国,中国,亚太,"2020 Feidu Road, Pudong, Shanghai, China",https://www.advanced-microsemi.com/en/,代工/功率,Discrete,GaN HEMT,"InP, GaN, GaAs",0.15,6,10000,5625,,,28288,2026,2024,2026,2026,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,https://www.advanced-microsemi.com/en/
Sharp - Fukuyama Plant 4,,晶圆制造工厂,"Sharp 的 Fukuyama Plant 4，位于 Fukuyama, Hiroshima, 日本。",1398,晶圆厂，研发,In production-merged,Fukuyama,Hiroshima,日本,日本,日本,"1 Asahi, Daimon-cho,",http://www.sharp-world.com/,Opto/Image Sensors,Opto,"CMOS Image Sensor, RF Device, Driver IC, Optronics Device (LED, Micro LED Display) and LD (Laser Diode) LD Business is operated by Sharp Fukuyama Laser.",CMOS SOI,0.13,8,20000,20000,,1,279862,1999,1997,1998,1999,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,http://www.sharp-world.com/
Shenzhen MTC LED - Nanchang,,晶圆制造工厂,"Shenzhen MTC LED 的 Nanchang，位于 Nanchang, Jiangxi, 中国。",4970,晶圆厂,In production,Nanchang,Jiangxi,中国,中国,亚太,"No. 199 Hujia Road, Changdong Industrial Park",http://www.szmtc.com.cn/en,光电器件/LED,Opto,LED,"GaN, GaAs",2,4,1100000,275000,,,,2019,2018,2019,2019,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,http://www.szmtc.com.cn/en
Shenzhen Sitan Technology - Xiamen Phase 1,,晶圆制造工厂,"Shenzhen Sitan Technology 的 Xiamen Phase 1，位于 Xiamen, Fujian, 中国。",6590,晶圆厂,In production,Xiamen,Fujian,中国,中国,亚太,"Room 501, Building 5, Torch Shinco Plaza, Huli District,",https://www.szsitan.com/st,光电器件/LED,Opto,,MicroLED,0.5,6,10000,5625,,,20000,2024,2023,2024,2024,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,https://www.szsitan.com/st
"Shindengen Electric Manufacturing Co., Ltd. - Asuka Building #2 (125mm)",,晶圆制造工厂,"Shindengen Electric Manufacturing Co., Ltd. 的 Asuka Building #2 (125mm)，位于 Yurihonjo, Akita, 日本。",3727,晶圆厂,In production,Yurihonjo,Akita,日本,日本,日本,"39-1, Maeda, Tsuchiya",http://www.shindengen.co.jp,Discrete/Power,Discrete,"Diodes (Rectifier, Schottky),  MOS FET, Wafer chip (700M units per month) , Thyristor, Hybrid IC",,1,5,40000,15625,,,,2003,2002,2003,2003,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,http://www.shindengen.co.jp
"Shindengen Electric Manufacturing Co., Ltd. - Higashine Bldg #1",,晶圆制造工厂,"Shindengen Electric Manufacturing Co., Ltd. 的 Higashine Bldg #1，位于 Higashine, Yamagata, 日本。",958,晶圆厂,in production,Higashine,Yamagata,日本,日本,日本,"Ko-5600-1, Higashine",http://www.shindengen.co.jp,Discrete/Power,Discrete,"Power Ics, Diodes",Bipolar MOS,2,6,25000,14062.5,30000,1000,,1982,2004,,,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,http://www.shindengen.co.jp
"Shindengen Electric Manufacturing Co., Ltd. - Higashine Bldg #3-2",,晶圆制造工厂,"Shindengen Electric Manufacturing Co., Ltd. 的 Higashine Bldg #3-2，位于 Higashine, Yamagata, 日本。",957,晶圆厂,in production,Higashine,Yamagata,日本,日本,日本,"Ko-5600-1, Higashine",http://www.shindengen.co.jp,Discrete/Power,Discrete,"Power IC, Diodes, MOS IC",CMOS MOS,1.5,6,12000,6750,27311,,,2001,1999,2001,2001,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,http://www.shindengen.co.jp
"Shindengen Electric Manufacturing Co., Ltd. - Higashine Bldg #3-1",,晶圆制造工厂,"Shindengen Electric Manufacturing Co., Ltd. 的 Higashine Bldg #3-1，位于 Higashine, Yamagata, 日本。",956,晶圆厂,in production,Higashine,Yamagata,日本,日本,日本,"Ko-5600-1, Higashine",http://www.shindengen.co.jp,Discrete/Power,Discrete,"Power IC, Diodes, MOS IC",CMOS MOS,2,5,30000,11718.75,25000,,,1993,1992,1993,1993,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,http://www.shindengen.co.jp
"Shindengen Electric Manufacturing Co., Ltd. - Higashine Bldg #2",,晶圆制造工厂,"Shindengen Electric Manufacturing Co., Ltd. 的 Higashine Bldg #2，位于 Higashine, Yamagata, 日本。",959,晶圆厂,in production,Higashine,Yamagata,日本,日本,日本,"Ko-5600-1, Higashine",http://www.shindengen.co.jp,Discrete/Power,Discrete,"Power IC, Diodes",Bipolar,2,5,25000,9765.625,27311,,,1986,1984,1986,1986,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,http://www.shindengen.co.jp
"Shindengen Electric Manufacturing Co., Ltd. - Asuka Building #1 (100mm)",,晶圆制造工厂,"Shindengen Electric Manufacturing Co., Ltd. 的 Asuka Building #1 (100mm)，位于 Yurihonjo, Akita, 日本。",960,晶圆厂,in production,Yurihonjo,Akita,日本,日本,日本,"39-1, Maeda, Tsuchiya",http://www.shindengen.co.jp,Discrete/Power,Discrete,"Diodes (Rectifier, Schottky),  MOSFET, Wafer chip (700M units per month), Thyristor, Hybrid IC",Bipolar; MOSFET,2,4,200000,50000,19377,,,1995,1994,1995,1995,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,http://www.shindengen.co.jp
"Shindengen Electric Manufacturing Co., Ltd. - Higashine Bldg #4",,晶圆制造工厂,"Shindengen Electric Manufacturing Co., Ltd. 的 Higashine Bldg #4，位于 Higashine, Yamagata, 日本。",3213,晶圆厂,In production,Higashine,Yamagata,日本,日本,日本,"5600-1 Kou, Ooaza Higashine",http://www.shindengen.co.jp,Discrete/Power,Discrete,"Power IC, Diodes, MOS IC","Bipolar, MOS",1.5,6,15000,8437.5,,,,2005,2003,2004,2005,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,http://www.shindengen.co.jp
"Shindengen Electric Manufacturing Co., Ltd. - Asuka Building #2 (100mm)",,晶圆制造工厂,"Shindengen Electric Manufacturing Co., Ltd. 的 Asuka Building #2 (100mm)，位于 Yurihonjo, Akita, 日本。",3214,晶圆厂,In production,Yurihonjo,Akita,日本,日本,日本,"39-1, Maeda, Tsuchiya",http://www.shindengen.co.jp,Discrete/Power,Discrete,"Diodes (Rectifier, Schottky),  MOS FET, Wafer chip (700M units per month) , Thyristor, Hybrid IC",Bipolar,2,4,150000,37500,,,,1999,1998,1999,1999,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,http://www.shindengen.co.jp
Shougang - Front End Fab 1,,晶圆制造工厂,"Shougang 的 Front End Fab 1，位于 Beijing, Beijing, 中国。",1391,晶圆厂,In production,Beijing,Beijing,中国,中国,亚太,"No.45 Badachu Street, Shijingshan District",http://www.shougang.com.cn,Foundry/IDM/Analog&Mixed Signal&Power,Analog,"MCU, LED Driver IC, Foundry",CMOS,0.35,6,15000,8437.5,64583,100,107639,1994,,1995,1995,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,http://www.shougang.com.cn
SI Semiconductors Co Ltd. - 5-inch,,晶圆制造工厂,"SI Semiconductors Co Ltd. 的 5-inch，位于 Shenzhen, Guangdong, 中国。",2107,晶圆厂,In production,Shenzhen,Guangdong,中国,中国,亚太,No. 3 Baolong 7th Road,http://www.sisemi.com.cn/english/aboutus.htm,Discrete/Power,Discrete,"Power MOSFET, VDMOS, IGBT, smart power IC.",CMOS,0.35,5,40000,15625,,,344445,2005,2002,2004,2005,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,http://www.sisemi.com.cn/english/aboutus.htm
SI Semiconductors Co Ltd. - 4-inch,,晶圆制造工厂,"SI Semiconductors Co Ltd. 的 4-inch，位于 Shenzhen, Guangdong, 中国。",965,晶圆厂,in production,Shenzhen,Guangdong,中国,中国,亚太,"Bldg. No. 2, Fiber Optics Area, 3 Bagua Road, Futian District",http://www.sisemi.com.cn/english/aboutus.htm,Discrete/Power,Discrete,Power transistors,CMOS,3,4,40000,10000,,100,,1989,1987,1989,1989,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,http://www.sisemi.com.cn/english/aboutus.htm
SiCamore Semi - Main Fab (cleanroom 2) SiC (was Microsemi),,晶圆制造工厂,"SiCamore Semi 的 Main Fab (cleanroom 2) SiC (was Microsemi)，位于 Bend, Oregon, 美国。",6131,晶圆厂,In production,Bend,Oregon,美国,美洲,NA,405 SW Columbia Street,www.sicamoresemi.com,代工/模拟与混合信号与功率,Analog,"high-power devices in silicon, silicon-carbide (SiC), and new materials","MOS CMOS, SiC, BiPolar RF",0.5,4,2000,500,4000,1000,,1995,,,,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/output/semiconductor_ontology.json
SiCamore Semi - Gold Fab (cleanroom 3) Gold fab dedicated,,晶圆制造工厂,"SiCamore Semi 的 Gold Fab (cleanroom 3) Gold fab dedicated，位于 Bend, Oregon, 美国。",2310,晶圆厂,In production,Bend,Oregon,美国,美洲,NA,307 SW Columbia Street,www.sicamoresemi.com,代工/模拟与混合信号与功率,Analog,"high-power devices in silicon, silicon-carbide (SiC), and new materials","SiC, Au",0.5,4,1500,375,6000,1000,,2007,,,,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/output/semiconductor_ontology.json
SiCamore Semi - Main Fab (cleanroom 1) Silicon (was Microsemi),,晶圆制造工厂,"SiCamore Semi 的 Main Fab (cleanroom 1) Silicon (was Microsemi)，位于 Bend, Oregon, 美国。",5,晶圆厂,In production,Bend,Oregon,美国,美洲,NA,405 SW Columbia Street,www.sicamoresemi.com,代工/模拟与混合信号与功率,Analog,"high-power devices in silicon, silicon-carbide (SiC), and new materials","MOS CMOS, SiC, BiPolar RF",0.5,4,2500,625,6000,1000,45000,1987,1985,1994,1994,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/output/semiconductor_ontology.json
SiCamore Semi - Main Fab 6-inch line expansion,,晶圆制造工厂,"SiCamore Semi 的 Main Fab 6-inch line expansion，位于 Bend, Oregon, 美国。",6132,晶圆厂,In production,Bend,Oregon,美国,美洲,NA,405 SW Columbia Street,www.sicamoresemi.com,代工/模拟与混合信号与功率,Analog,"high-power devices in silicon, silicon-carbide (SiC), and new materials","MOS CMOS, SiC, BiPolar RF",0.5,6,1200,675,4000,1000,,2020,,2020,2020,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/output/semiconductor_ontology.json
Sichuan General Microelectronics - Fab 1 (phase 1 of 2 or 3),,晶圆制造工厂,"Sichuan General Microelectronics 的 Fab 1 (phase 1 of 2 or 3)，位于 Suining, Sichuan, 中国。",5035,晶圆厂,In production,Suining,Sichuan,中国,中国,亚太,No. 188 Xiangshan West Road,http://www.gmelectronics.com.cn/,Discrete/Power,Discrete,"Power MOSFET, IGBT, Schottky, VDMOS, Bipolar IC","VDMOS, Bipolar, MOS",0.25,6,50000,28125,,10,64600,2017,2016,2017,2017,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,http://www.gmelectronics.com.cn/
"SiEn Integrated Circuits Co., Ltd. - Fab 1 (300mm line)",,晶圆制造工厂,"SiEn Integrated Circuits Co., Ltd. 的 Fab 1 (300mm line)，位于 Qingdao, Shandong, 中国。",6504,晶圆厂,In production,Qingdao,Shandong,中国,中国,亚太,"No. 1088, Shanwanghe Road",http://www.sienidm.com/,代工/模拟与混合信号与功率,Analog,,,0.065,12,3000,6750,,,,2021,2018,2021,2021,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,http://www.sienidm.com/
"SiEn Integrated Circuits Co., Ltd. - Fab 3",,晶圆制造工厂,"SiEn Integrated Circuits Co., Ltd. 的 Fab 3，位于 Qingdao, Shandong, 中国。",6545,晶圆厂,In production,Qingdao,Shandong,中国,中国,亚太,"No 1088, Shanwanghe Road",http://www.sienidm.com/,Foundry/Logic,Logic&Micro,MCU,Cu,0.016,12,15000,33750,,,,2024,2022,2024,2024,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,http://www.sienidm.com/
"SiEn Integrated Circuits Co., Ltd. - Fab 4",,晶圆制造工厂,"SiEn Integrated Circuits Co., Ltd. 的 Fab 4，位于 Qingdao, Shandong, 中国。",6546,晶圆厂,In production,Qingdao,Shandong,中国,中国,亚太,"No 1088, Shanwanghe Road",http://www.sienidm.com/,Foundry/Logic,Logic&Micro,,Cu,0.016,12,10000,22500,,,,2025,2023,2025,2025,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,http://www.sienidm.com/
"SiEn Integrated Circuits Co., Ltd. - Fab 1 (200mm)",,晶圆制造工厂,"SiEn Integrated Circuits Co., Ltd. 的 Fab 1 (200mm)，位于 Qingdao, Shandong, 中国。",5046,晶圆厂,In production,Qingdao,Shandong,中国,中国,亚太,"No 1088, Shanwanghe Road,",http://www.sienidm.com/,代工/模拟与混合信号与功率,Analog,"Foundry, MOSFET, IGBT, BCD, PMIC, MCU, Analog IC","MOSFET, IGBT, BCD",0.15,8,30000,30000,,,,2021,2018,2021,2021,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,http://www.sienidm.com/
"SiEn Integrated Circuits Co., Ltd. - Fab 2",,晶圆制造工厂,"SiEn Integrated Circuits Co., Ltd. 的 Fab 2，位于 Qingdao, Shandong, 中国。",5104,晶圆厂,In production,Qingdao,Shandong,中国,中国,亚太,"No 1088, Shanwanghe Road",http://www.sienidm.com/,Foundry/Logic,Logic&Micro,Foundry,,0.016,12,17000,38250,,,,2022,2019,2022,2022,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,http://www.sienidm.com/
SIGM PLUS Co. - Fab 1,,晶圆制造工厂,"SIGM PLUS Co. 的 Fab 1，位于 Moscow, Moscow, 俄罗斯。",2216,晶圆厂，研发,In production,Moscow,Moscow,俄罗斯,Europe & Mideast,欧洲,"3, Vvedenskogo str",www.siplus.ru,Discrete/Other,Discrete,"III-V, high-p high brightness (HB)semiconductor laser diodes and modules","III-V: GaAs, InP",1,2,500,31.25,,,,1992,1991,1992,1992,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/output/semiconductor_ontology.json
"Silan Microelectronics Co., Ltd. - Fab 1",,晶圆制造工厂,"Silan Microelectronics Co., Ltd. 的 Fab 1，位于 Hangzhou, Zhejiang, 中国。",2088,晶圆厂,In production,Hangzhou,Zhejiang,中国,中国,亚太,No. 4 Huanggushan Road,http://www.silan.com.cn/,Discrete/Power,Discrete,"Schottky Barrier Diodes, Switching Diodes, Zener Diodes",BiPolar,2,5,80000,31250,37674,,,2002,2001,2002,2002,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,http://www.silan.com.cn/
"Silan Microelectronics Co., Ltd. - Xiamen Compound fab (Phase 1)",,晶圆制造工厂,"Silan Microelectronics Co., Ltd. 的 Xiamen Compound fab (Phase 1)，位于 Xiamen, Fujian, 中国。",5082,晶圆厂,In production,Xiamen,Fujian,中国,中国,亚太,No. 99 Lanying Road,http://www.silan.com.cn/,光电器件/LED,Opto,"Compound semiconductors, optical devices, LED",LED,1,4,72000,18000,,,,2020,2018,2020,2020,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,http://www.silan.com.cn/
