nameCn,nameEn,objectTypeName,description,property.record_id,property.facility_type,property.status,property.city,property.state_province,property.country,property.country_region,property.region,property.address,property.website,property.product_type,property.product_type_2,property.products,property.technology_and_materials,property.current_geometry,property.current_wafer_size,property.current_full_capacity,property.capacity_200mm_equivalent,property.cleanroom_sq_ft,property.cleanroom_class,property.facility_size,property.start_year,property.construction_year,property.first_silicon_year,property.production_year,property.data_source,property.source_sheet,source_url
Lawrence Livermore Labs - N/A,,研发中试工厂,"Lawrence Livermore Labs 的 N/A，位于 Livermore, California, 美国。",456,研发，中试线,in production,Livermore,California,美国,美洲,NA,7000 East Ave,,R&D-Pilot,Other,N/A,N/A,0.13,8,5000,5000,12000,10,,1989,1987,1989,1989,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
LETI - PFP (Plate Forme Photonique),,研发中试工厂,"LETI 的 PFP (Plate Forme Photonique)，位于 Grenoble, ‎Auvergne-Rhône-Alpes, 法国。",3809,研发,In production,Grenoble,‎Auvergne-Rhône-Alpes,法国,Europe & Mideast,欧洲,17 rue des Martyrs,http://www-leti.cea.fr/,Opto/Image Sensors,Opto,"photonics (optical communication, optical imaging, optical detectors, lasers)","Photonics, II-VI (Cd, Te, Hg, Zn etc), III-V (Ga, In, N, etc), Sapphire, Si",0.5,4,100,25,16146,100,,2017,2014,2017,2017,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,http://www-leti.cea.fr/
LETI - 200mm CMOS line Building 41 (Nanotec 200&300),,研发中试工厂,"LETI 的 200mm CMOS line Building 41 (Nanotec 200&300)，位于 Grenoble, ‎Auvergne-Rhône-Alpes, 法国。",1443,研发,In production,Grenoble,‎Auvergne-Rhône-Alpes,法国,Europe & Mideast,欧洲,17 rue des Martyrs,http://www-leti.cea.fr/,研发,Other,"R&D (above IC rf, MEMS, new memories, etc.), FDSOI","CMOS, FDSOI",0.01,8,500,500,26910,10,,1993,1991,1992,1993,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,http://www-leti.cea.fr/
LETI - 3D Integration Building 41 (was 300mm CMOS line),,研发中试工厂,"LETI 的 3D Integration Building 41 (was 300mm CMOS line)，位于 Grenoble, ‎Auvergne-Rhône-Alpes, 法国。",2091,研发，中试线,In production,Grenoble,‎Auvergne-Rhône-Alpes,法国,Europe & Mideast,欧洲,17 rue des Martyrs,http://www-leti.cea.fr/,R&D-Pilot,Other,"Fully integrated 300mm CMOS Front end,  Fully intergrated 3D, MEMS","CMOS, 3D, MEMS",0.007,12,500,1125,23681,,,2004,2002,2004,2004,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,http://www-leti.cea.fr/
LETI - MEMS 200 (Building 52),,研发中试工厂,"LETI 的 MEMS 200 (Building 52)，位于 Grenoble, ‎Auvergne-Rhône-Alpes, 法国。",2251,研发,In production,Grenoble,‎Auvergne-Rhône-Alpes,法国,Europe & Mideast,欧洲,17 rue des martyrs,http://www-leti.cea.fr/,MEMS,MEMS,MEMS,MEMS,0.35,8,500,500,26910,,473612,2006,2004,2006,2006,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,http://www-leti.cea.fr/
"Lishan Microelectronics - 3"" line",,研发中试工厂,"Lishan Microelectronics 的 3"" line，位于 Xian, Shaanxi, 中国。",474,研发,in production,Xian,Shaanxi,中国,中国,亚太,"26, Gaoxin Rd.",http://www.lishan.net.cn/,Discrete/Power,Discrete,Power management IC,MOS,2,3,3000,421.875,,100,,1994,1993,1994,1994,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,http://www.lishan.net.cn/
Lockheed Martin - N/A,,研发中试工厂,"Lockheed Martin 的 N/A，位于 Newport Beach, California, 美国。",480,研发,in production,Newport Beach,California,美国,美洲,NA,Ford Rd,www.lockheedmartin.com,研发,Other,Opto,CMOS MOS,1.3,4,800,200,3000,10,,1981,1979,1981,1981,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/output/semiconductor_ontology.json
Lockheed Martin - VLSI Line,,研发中试工厂,"Lockheed Martin 的 VLSI Line，位于 Orlando, Florida, 美国。",491,Pilot,in production,Orlando,Florida,美国,美洲,NA,"5600 Sandlake Road, Box 555837",www.lockheedmartin.com,Pilot,Other,Aerospace CBIC Arrays,CMOS,1.25,5,800,312.5,7000,10,,1988,1986,1988,1988,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/output/semiconductor_ontology.json
Lockheed Martin - GaAs Line,,研发中试工厂,"Lockheed Martin 的 GaAs Line，位于 Orlando, Florida, 美国。",493,Pilot,in production,Orlando,Florida,美国,美洲,NA,"5600 Sandlake Road, Box 555837",www.lockheedmartin.com,Pilot,Other,Linear,GaAs,0.5,3,5000,703.125,,,,1988,1986,1988,1988,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/output/semiconductor_ontology.json
MAS (Micro Analog Systems Oy) - N/A,,研发中试工厂,"MAS (Micro Analog Systems Oy) 的 N/A，位于 Espoo, Uusimaa, Finland。",550,Pilot,in production,Espoo,Uusimaa,Finland,Europe & Mideast,欧洲,"Kamreerintie 2, P.O. Box 51",http://www.mas-oy.com,Pilot,Other,Linear CBIC Custom,BiCMOS M2,2,4,4000,1000,12912,100,,1986,1984,1986,1986,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,http://www.mas-oy.com
Masdar Institute of Science and Technology - Micro-fabrication laboratory,,研发中试工厂,"Masdar Institute of Science and Technology 的 Micro-fabrication laboratory，位于 Masdar City, Abu Dhabi, United Arab Emirates。",3571,研发,In production,Masdar City,Abu Dhabi,United Arab Emirates,Europe & Mideast,欧洲,Old Airport Rd,www.masdar.ac.ae,Pilot,Other,"R&D, micro-fabrication laboratory, MEMS; TSV, advaced 3D wafer level packaging","CMOS, MEMS,",1,6,150,84.375,3229,100,3767,2013,2010,2013,2013,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/output/semiconductor_ontology.json
MEMSRight - MEMS Right,,研发中试工厂,"MEMSRight 的 MEMS Right，位于 Suzhou, Jiangsu, 中国。",3795,研发，中试线,In production,Suzhou,Jiangsu,中国,中国,亚太,99 Jinji Lake Avenue,http://www.memsright.com/,代工/MEMS,MEMS,"MEMS R&D and pilot line, Microhpones, Pressure Sensors, Micromirros, Temperature sensors, Magnetic Sensors, Inkjets",MEMS,0.5,6,4000,2250,56500,100,355000,2014,2013,2014,2014,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,http://www.memsright.com/
Microfabrica - EFAB,,研发中试工厂,"Microfabrica 的 EFAB，位于 Van Nuys, California, 美国。",2356,研发，中试线,In production,Van Nuys,California,美国,美洲,NA,7911 Haskell Ave.,http://www.microfabrica.com/,MEMS,MEMS,"MEMS: EFAB, 3D-MEMS without Si","EFAB, 3D-MEMS without Si",2,5,250,97.65625,,,39300,2006,2004,2005,2006,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,http://www.microfabrica.com/
Micron - Fab 4 (Bldg. 51 R&D expansion),,研发中试工厂,"Micron 的 Fab 4 (Bldg. 51 R&D expansion)，位于 Boise, Idaho, 美国。",3813,研发，中试线,In production,Boise,Idaho,美国,美洲,NA,7000 Federal Way,http://www.Micron.com,Memory/DRAM&Flash-3D NAND,Memory,"3D Xpoint, 2nd generation 3D NAND, DRAM","CMOS, Cu, low-K, High-K",0.012,12,8000,18000,50000,,125000,2017,2015,2017,2017,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,http://www.Micron.com
Micron - Fab 4 (Bldg. 50),,研发中试工厂,"Micron 的 Fab 4 (Bldg. 50)，位于 Boise, Idaho, 美国。",3418,研发，中试线,In production,Boise,Idaho,美国,美洲,NA,7000 Federal Way,http://www.Micron.com,Memory/DRAM&Flash-3D NAND,Memory,"R&D, pilot, NAND, DRAM","CMOS, Cu, low-K, High-K",0.012,12,4000,9000,50000,5,111005,2012,2011,2012,2012,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,http://www.Micron.com
Microwave Monolithics - 研发,,研发中试工厂,"Microwave Monolithics 的 研发，位于 Simi Valley, California, 美国。",555,研发，中试线,in production,Simi Valley,California,美国,美洲,NA,2263 Ward Ave.,http://www.Micro-mono.com,R&D-Pilot,Other,Foundry; Custom MMIC,GaAs,0.5,3,500,70.3125,1500,100,,1987,1985,1987,1987,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,http://www.Micro-mono.com
MiQro Innovation Collaborative Centre (C2MI) - MiQro Innovation Collaborative Centre,,研发中试工厂,"MiQro Innovation Collaborative Centre (C2MI) 的 MiQro Innovation Collaborative Centre，位于 Bromont, Quebec, 加拿大。",3180,研发，中试线,In production,Bromont,Quebec,加拿大,美洲,NA,45 boulevard de l'Aéroport,http://www.c2mi.ca/en/home/,MEMS,MEMS,MEMS and WLP (Wafer Level Packaging),"CMOS, MEMS",0.5,8,2500,2500,57049,10,,2012,2010,2011,2012,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,http://www.c2mi.ca/en/home/
Mitsubishi Electric - Power Devices Innovation Center (PI building),,研发中试工厂,"Mitsubishi Electric 的 Power Devices Innovation Center (PI building)，位于 Fukuoka, Fukuoka, 日本。",3840,研发，中试线,In production,Fukuoka,Fukuoka,日本,日本,日本,"1-1-1, Imajukuhigashi, Nishi-Ku",http://www.mitsubishielectric.com/semiconductors/,Discrete/Power,Discrete,"Power, SiC wafer and devices, R&D",SiC,0.35,8,1000,1000,,,,2014,2012,2014,2014,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,http://www.mitsubishielectric.com/semiconductors/
Moscow Institute of Physics and Technology  (MIPT) - Device R&D,,研发中试工厂,"Moscow Institute of Physics and Technology  (MIPT) 的 Device R&D，位于 Moscow, Moscow, 俄罗斯。",793,研发,in production,Moscow,Moscow,俄罗斯,Europe & Mideast,欧洲,"Institutskiy Pereulok, 9, Dolgoprudny",http://phystech.edu/,研发,Other,N/A,N/A,0.5,4,50,12.5,,,,1969,1967,1969,1969,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,http://phystech.edu/
Moscow Institute of Physics and Technology  (MIPT) - Litho R&D,,研发中试工厂,"Moscow Institute of Physics and Technology  (MIPT) 的 Litho R&D，位于 Moscow, Moscow, 俄罗斯。",794,研发,in production,Moscow,Moscow,俄罗斯,Europe & Mideast,欧洲,"Institutskiy Pereulok, 9, Dolgoprudny",http://phystech.edu/,研发,Other,Lithography R&D,N/A,0.5,4,50,12.5,,,,1979,1977,1979,1979,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,http://phystech.edu/
Moscow Institute of Physics and Technology  (MIPT) - R&D Institute,,研发中试工厂,"Moscow Institute of Physics and Technology  (MIPT) 的 R&D Institute，位于 Yaroslavl, Yaroslavl Oblast, 俄罗斯。",795,研发,in production,Yaroslavl,Yaroslavl Oblast,俄罗斯,Europe & Mideast,欧洲,"Krasnoborskaya, 3",http://phystech.edu/,研发,Other,R&D Institute. No production,N/A,0.5,4,50,12.5,,,,1991,1989,1991,1991,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,http://phystech.edu/
"Murata Manufacturing Company, Ltd. - Yasu Plant",,研发中试工厂,"Murata Manufacturing Company, Ltd. 的 Yasu Plant，位于 Yasu, Shiga, 日本。",3039,研发，中试线,In production,Yasu,Shiga,日本,日本,日本,"2288, Oshinohara",www.murata.com,Discrete/Other,Discrete,"R&D (Production technology, Electronic Materials, and Thin Film Processing Technology)","III-V: GaAs, InGaAs",1.5,3,14500,2039.0625,,,,1987,1986,1987,1987,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/output/semiconductor_ontology.json
Nanjing Gaoxin Semiconductor Corporation (NSMC) - Fab 2 (3rd floor R&D),,研发中试工厂,"Nanjing Gaoxin Semiconductor Corporation (NSMC) 的 Fab 2 (3rd floor R&D)，位于 Nanjing, Jiangsu, 中国。",1695,研发,in production,Nanjing,Jiangsu,中国,中国,亚太,17 Xinghuo Rd,http://www.njgx.net/,研发,Other,"Telecom, militart",GaAs,0.6,3,100,14.0625,,,,1993,1991,1993,1993,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,http://www.njgx.net/
Nanoshift LLC - Emeryville,,研发中试工厂,"Nanoshift LLC 的 Emeryville，位于 Emeryville, California, 美国。",3443,研发，中试线,In production,Emeryville,California,美国,美洲,NA,2000 Powell St.,www.nanoshift.net,MEMS,MEMS,"MEMS, microfluidics, nanotechnology and photovalics","CMOS, MEMS",0.3,6,200,112.5,15000,,,2008,2007,2008,2008,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/output/semiconductor_ontology.json
Nanotech - the UCSB Nanofabrication Facility - Nanotech,,研发中试工厂,"Nanotech - the UCSB Nanofabrication Facility 的 Nanotech，位于 Santa Barbara, California, 美国。",3222,研发,In production,Santa Barbara,California,美国,美洲,NA,University Rd,http://www.nanotech.ucsb.edu/,光电器件/激光器及其他,Opto,"Compound semiconductor electronic and optoelectronic devices in GaAs, InP and the semiconductor nitrides; polymer and organic electronic and photonic devices",Sapphire,1,6,1000,562.5,12700,100,,2003,2002,2003,2003,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,http://www.nanotech.ucsb.edu/
Nanya Technology - Nanya Technology R&D Center,,研发中试工厂,"Nanya Technology 的 Nanya Technology R&D Center，位于 New Taipei, Northern Taiwan, 中国台湾。",6696,研发,In production,New Taipei,Northern Taiwan,中国台湾,中国台湾,亚太,Taishan Nanlin Technology Park,http://www.nanya.com,存储器/DRAM,Memory,DRAM,DRAM,0.016,12,1000,2250,,,,2025,2022,2025,2025,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,http://www.nanya.com
NASA - Goddard Laboratory - DDL (Detrector Development Lab),,研发中试工厂,"NASA - Goddard Laboratory 的 DDL (Detrector Development Lab)，位于 Greenbelt, Maryland, 美国。",1580,研发,in production,Greenbelt,Maryland,美国,美洲,NA,Greenbelt Road,http://universe.gsfc.nasa.gov/,MEMS,MEMS,"MEMS, Rad-Hard FPGA","CMOS, SOI, MEMS",1,6,1000,562.5,4400,10,24000,1997,1995,1997,1997,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,http://universe.gsfc.nasa.gov/
National Institute for Nanotechnology (NINT) - NINT,,研发中试工厂,"National Institute for Nanotechnology (NINT) 的 NINT，位于 Edmonton, Alberta, 加拿大。",4962,研发,In production,Edmonton,Alberta,加拿大,美洲,NA,11421 Saskatchewan Drive,http://www.nint-innt.ca/,MEMS/R&D,MEMS,"MEMS: sensors, Hybrid NanoElectronics, Nano-enabled Bio-Materials, Metabolomics Sensor Systems","MEMS, NEMS",0.01,6,500,281.25,5330,1000,215300,2006,2004,2007,2007,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,http://www.nint-innt.ca/
National Nano Device Laboratories (NDL) - New Nano Fab,,研发中试工厂,"National Nano Device Laboratories (NDL) 的 New Nano Fab，位于 Hsinchu, Northern Taiwan, 中国台湾。",1983,研发,In production,Hsinchu,Northern Taiwan,中国台湾,中国台湾,亚太,"No.26, Prosperity Road I",http://www.ndl.org.tw/,研发,Other,,CMOS,0.009,8,500,500,,100,36286,2004,2002,2003,2004,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,http://www.ndl.org.tw/
National Nano Device Laboratories (NDL) - Nano Fab,,研发中试工厂,"National Nano Device Laboratories (NDL) 的 Nano Fab，位于 Hsinchu, Northern Taiwan, 中国台湾。",1982,研发,In production,Hsinchu,Northern Taiwan,中国台湾,中国台湾,亚太,Campus of the National Chao Tung University,http://www.ndl.org.tw/,研发,Other,Nano Device R&D,,0.1,6,500,281.25,23086,10,,1992,1991,1992,1992,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,http://www.ndl.org.tw/
New Jersey Institute of Technology - N/A,,研发中试工厂,"New Jersey Institute of Technology 的 N/A，位于 Newark, New Jersey, 美国。",1313,研发,in production,Newark,New Jersey,美国,美洲,NA,323 Martin Luther King Blvd.,,研发,Other,Prototype,CMOS,1.5,6,500,281.25,1200,10,22000,1992,1991,1992,1992,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
Nissan ARC Ltd - Nissan Analysis and Research Center,,研发中试工厂,"Nissan ARC Ltd 的 Nissan Analysis and Research Center，位于 Yokosuka, Kanagawa, 日本。",730,研发，中试线,in production,Yokosuka,Kanagawa,日本,日本,日本,1 Natsushima,http://www.nissan-arc.co.jp/en/index.html,Analog&Mixed Signal&Power,Analog,"R&D, SiC, Si Power, analog, mixed signal",CMOS,2,4,500,125,16148,10,,1991,1989,1991,1991,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,http://www.nissan-arc.co.jp/en/index.html
Nisshinbo - Ikeda (was Ricoh),,研发中试工厂,"Nisshinbo 的 Ikeda (was Ricoh)，位于 Ikeda, Osaka, 日本。",830,研发,in production,Ikeda,Osaka,日本,日本,日本,13-1 Himemchome,http://www.nisshinbo.co.jp/english/,MEMS,MEMS,"MEMS, inkjet printer head","CMOS, MEMS",1.2,6,5000,2812.5,,1,,1984,1982,1983,1983,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,http://www.nisshinbo.co.jp/english/
Norcada Inc. - Fab 1,,研发中试工厂,"Norcada Inc. 的 Fab 1，位于 Edmonton, Alberta, 加拿大。",2116,研发,In production,Edmonton,Alberta,加拿大,美洲,NA,4465 - 99 Street,www.norcada.com.,MEMS,MEMS,"MEMS (sensors, fiber optic components, and bio-analytical devices ); RF switches and tunable capacitors;IR lasers, membranes","CMOS, MEMS",2,4,30,7.5,1000,100,,2002,2001,2001,2002,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/output/semiconductor_ontology.json
Northrop Grumman - Manhattan Beach,,研发中试工厂,"Northrop Grumman 的 Manhattan Beach，位于 Manhattan Beach, California, 美国。",1141,研发，中试线,in production,Manhattan Beach,California,美国,美洲,NA,3001 N Aviation Blvd,www.northropgrumman.com,R&D-Pilot,Other,Linear Tran Power Tran Hybrd,"MOS, GaN",3,4,1000,250,,10,205000,1982,1980,1994,1994,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/output/semiconductor_ontology.json
Northrop Grumman - R1 (Redondo Beach),,研发中试工厂,"Northrop Grumman 的 R1 (Redondo Beach)，位于 Redondo Beach, California, 美国。",1143,研发，中试线,in production,Redondo Beach,California,美国,美洲,NA,One Space Park,www.northropgrumman.com,Analog&Mixed Signal,Analog,"Ananlog/Mixed Signal, Logic","CMOS Bipolar, GaAs",1,3,500,70.3125,13000,10,,1995,1993,1995,1995,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/output/semiconductor_ontology.json
NTT - Nippon Telegraph and Telephone Corp. - Atsugi Labs,,研发中试工厂,"NTT - Nippon Telegraph and Telephone Corp. 的 Atsugi Labs，位于 Atsugi, Kanagawa, 日本。",740,研发,in production,Atsugi,Kanagawa,日本,日本,日本,3-1 Morinosato Wakamiya,http://www.ntt.co.jp/index_e.html,研发,Other,"Microsystem Integration, Photonics, Basic Research, Energy and Environment Systems","BICMOS, III-V: GaAs, SiGe",0.25,2,50,3.125,,,,1961,1959,1961,1961,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,http://www.ntt.co.jp/index_e.html
Nuvoton Technology - Techno Center (was Panasonic),,研发中试工厂,"Nuvoton Technology 的 Techno Center (was Panasonic)，位于 Nagaokakyo, Kyoto, 日本。",507,研发,in production,Nagaokakyo,Kyoto,日本,日本,日本,14 Yake-Machi Kotari,http://www.nuvoton.com/hq/enu/,研发,Other,R&D,CMOS,0.18,6,3000,1687.5,,,,1990,1988,1990,1990,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,http://www.nuvoton.com/hq/enu/
Ostendo - Carlsbad,,研发中试工厂,"Ostendo 的 Carlsbad，位于 Carlsbad, California, 美国。",5059,研发，中试线,In production,Carlsbad,California,美国,美洲,NA,6185 Paseo Del Norte #200,https://www.ostendo.com/,光电器件/激光器及其他,Opto,"Proprietary technology: MicroLED displays, Quantum Photonic Imager (QPI)",MicroLED displays,1,4,100,25,,100,,2011,2010,2011,2011,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,https://www.ostendo.com/
Pioneer Micro Technology Corporation - Kofu plant,,研发中试工厂,"Pioneer Micro Technology Corporation 的 Kofu plant，位于 Kofu, Yamanashi, 日本。",797,Pilot,in production,Kofu,Yamanashi,日本,日本,日本,465 Osato-cho,http://www.pmtc.co.jp/index-e.html,Analog/Other,Analog,Analog and digital IC,"CMOS, BiCMOS",3,6,7000,3937.5,,,,1985,,2006,2006,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,http://www.pmtc.co.jp/index-e.html
Pulsar (Scientific Research Institute) - 6-inch,,研发中试工厂,"Pulsar (Scientific Research Institute) 的 6-inch，位于 Moscow, Moscow, 俄罗斯。",2482,研发，中试线,On hold,Moscow,Moscow,俄罗斯,Europe & Mideast,欧洲,27 Okruzhnoy Proezd,,Discrete/Other,Discrete,Microwave device products,,0.35,6,1500,843.75,,,,,2007,,,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
"Qorvo Inc. - Design Center (was RF Nitro, then RFMD)",,研发中试工厂,"Qorvo Inc. 的 Design Center (was RF Nitro, then RFMD)，位于 Charlotte, North Carolina, 美国。",1889,研发，中试线,In production,Charlotte,North Carolina,美国,美洲,NA,"10420 Harris Oaks Blvd., Suite F",http://www.qorvo.com,Discrete/Power,Discrete,"Power, Design Center","HBT; GaN HEMT; AlGaN; InGaP HBT, GaN on-Sapphire, GaAs PHEMT, EPI",0.5,4,417,104.25,,10,,2001,,2001,2001,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,http://www.qorvo.com
Qorvo Inc. - Bend,,研发中试工厂,"Qorvo Inc. 的 Bend，位于 Bend, Oregon, 美国。",6169,研发,In production,Bend,Oregon,美国,美洲,NA,63140 Britta St C-106,http://www.qorvo.com,研发,Other,"R&D for sensor process work for biosensors and medical-diagnostic, R&D in the Social Sciences and Humanities, Biotechnology",Biotechnology (bio sensors),2,4,50,12.5,,,,2010,2018,2018,2018,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,http://www.qorvo.com
RISE - Electrum Lab (used by Ascatron subsidiary of II-VI),,研发中试工厂,"RISE 的 Electrum Lab (used by Ascatron subsidiary of II-VI)，位于 Kista, Stockholm, 瑞典。",2377,研发，中试线,In production,Kista,Stockholm,瑞典,Europe & Mideast,欧洲,Isafjordsgatan 22,http://www.acreo.se,研发,Other,"Foundry serivice; Si processing (MOS device process), SiC and III-V process technology (SiC sensors, GaAs sensors, InP lasers), MEMS","MOS, MEMS, III-V: InP, GaAs, GaN, SiC, SiGe, glass, polymers",0.5,6,500,281.25,13993,100,,1987,1986,1987,1987,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,http://www.acreo.se
Rohm - LED Research,,研发中试工厂,"Rohm 的 LED Research，位于 Kyoto, Kyoto, 日本。",843,研发，中试线,In production,Kyoto,Kyoto,日本,日本,日本,"21, Saiin, Mizosaki, Ukyo",http://www.rohm.com,光电器件/LED,Opto,Opto-Device research (LED),"Bipolar, GaAs, GaN, Sapphire, SiC",0.8,4,5000,1250,27000,10,,1989,1987,1989,1989,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,http://www.rohm.com
