nameCn,nameEn,objectTypeName,description,property.statistic_period,property.capacity_value,property.wafer_size,property.market_region,property.data_source,property.company_name,property.segment,property.metric_name,property.previous_period_value,property.next_period_value,property.facility_name,property.facility_record_id,property.source_sheet,source_url
Infineon - Villach 150mm IGBT Lines current wafer capacity (SEMI WFF),,晶圆产能,SEMI WFF 工厂级晶圆产能观测。,current,35000,6,Europe & Mideast,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Infineon,Analog,facility_capacity,,,Infineon - Villach 150mm IGBT Lines,979,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
Infineon - Villach 200mm Line (Building 17) current wafer capacity (SEMI WFF),,晶圆产能,SEMI WFF 工厂级晶圆产能观测。,current,70000,8,Europe & Mideast,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Infineon,Analog,facility_capacity,,,Infineon - Villach 200mm Line (Building 17),978,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
Infineon - Kulim 3 Phase 2 current wafer capacity (SEMI WFF),,晶圆产能,SEMI WFF 工厂级晶圆产能观测。,current,90000,8,SE Asia,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Infineon,Analog,facility_capacity,,,Infineon - Kulim 3 Phase 2,6474,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
Infineon - Villach 150mm SiC and GaN lines (combined) current wafer capacity (SEMI WFF),,晶圆产能,SEMI WFF 工厂级晶圆产能观测。,current,35000,6,Europe & Mideast,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Infineon,Discrete,facility_capacity,,,Infineon - Villach 150mm SiC and GaN lines (combined),6161,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
Infineon - Kulim 3 Phase 1 (SiC Fab) current wafer capacity (SEMI WFF),,晶圆产能,SEMI WFF 工厂级晶圆产能观测。,current,90000,8,SE Asia,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Infineon,Analog,facility_capacity,,,Infineon - Kulim 3 Phase 1 (SiC Fab),6262,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
Infineon - Dresden - Module 4 (Smart Power Fab) current wafer capacity (SEMI WFF),,晶圆产能,SEMI WFF 工厂级晶圆产能观测。,current,90000,12,Europe & Mideast,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Infineon,Analog,facility_capacity,,,Infineon - Dresden - Module 4 (Smart Power Fab),6228,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
Infineon - Building 38 - 200mm Line (was Prototype fab with Fraunhofer) current wafer capacity (SEMI WFF),,晶圆产能,SEMI WFF 工厂级晶圆产能观测。,current,500,8,Europe & Mideast,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Infineon,Logic&Micro,facility_capacity,,,Infineon - Building 38 - 200mm Line (was Prototype fab with Fraunhofer),6521,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
Infineon - Building 47 - 200mm Line (was Screening fab Fraunhofer IPMS) current wafer capacity (SEMI WFF),,晶圆产能,SEMI WFF 工厂级晶圆产能观测。,current,2000,8,Europe & Mideast,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Infineon,Other,facility_capacity,,,Infineon - Building 47 - 200mm Line (was Screening fab Fraunhofer IPMS),6522,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
InnoScience Inc. - Zhuhai R&D center current wafer capacity (SEMI WFF),,晶圆产能,SEMI WFF 工厂级晶圆产能观测。,current,12000,8,中国,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,InnoScience Inc.,Discrete,facility_capacity,,,InnoScience Inc. - Zhuhai R&D center,4954,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
InnoScience Inc. - Suzhou fab (Phase 1) current wafer capacity (SEMI WFF),,晶圆产能,SEMI WFF 工厂级晶圆产能观测。,current,32500,8,中国,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,InnoScience Inc.,Discrete,facility_capacity,,,InnoScience Inc. - Suzhou fab (Phase 1),5022,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
Institute for Photonics and Nanotechnologies (IFN) - IFN-CNR Rome current wafer capacity (SEMI WFF),,晶圆产能,SEMI WFF 工厂级晶圆产能观测。,current,500,6,Europe & Mideast,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Institute for Photonics and Nanotechnologies (IFN),Opto,facility_capacity,,,Institute for Photonics and Nanotechnologies (IFN) - IFN-CNR Rome,3090,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
Institute of Microelectronics - Chernogolovka current wafer capacity (SEMI WFF),,晶圆产能,SEMI WFF 工厂级晶圆产能观测。,current,500,2,Europe & Mideast,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Institute of Microelectronics,Other,facility_capacity,,,Institute of Microelectronics - Chernogolovka,381,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
Institute of Microelectronics - Yaroslavl current wafer capacity (SEMI WFF),,晶圆产能,SEMI WFF 工厂级晶圆产能观测。,current,500,2,Europe & Mideast,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Institute of Microelectronics,Other,facility_capacity,,,Institute of Microelectronics - Yaroslavl,382,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
Institute of Science & Technology - N/A current wafer capacity (SEMI WFF),,晶圆产能,SEMI WFF 工厂级晶圆产能观测。,current,10000,4,Europe & Mideast,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Institute of Science & Technology,Other,facility_capacity,,,Institute of Science & Technology - N/A,384,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
Institute of Semiconductors CAS - Research Center for Semiconductor current wafer capacity (SEMI WFF),,晶圆产能,SEMI WFF 工厂级晶圆产能观测。,current,1000,4,中国,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Institute of Semiconductors CAS,Other,facility_capacity,,,Institute of Semiconductors CAS - Research Center for Semiconductor,3091,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
Institute of Semiconductors CAS - Semiconductor Lighting R&D Center current wafer capacity (SEMI WFF),,晶圆产能,SEMI WFF 工厂级晶圆产能观测。,current,2000,2,中国,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Institute of Semiconductors CAS,Opto,facility_capacity,,,Institute of Semiconductors CAS - Semiconductor Lighting R&D Center,3092,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
Institute of Technology Georgia - Pettit Microelectronics Center current wafer capacity (SEMI WFF),,晶圆产能,SEMI WFF 工厂级晶圆产能观测。,current,50,4,美洲,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Institute of Technology Georgia,Other,facility_capacity,,,Institute of Technology Georgia - Pettit Microelectronics Center,2462,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
"Integral, Research and Production Corporation - 200mm Pilot current wafer capacity (SEMI WFF)",,晶圆产能,SEMI WFF 工厂级晶圆产能观测。,current,1000,8,Europe & Mideast,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,"Integral, Research and Production Corporation",Other,facility_capacity,,,"Integral, Research and Production Corporation - 200mm Pilot",2428,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
"Integral, Research and Production Corporation - Semiconductor Device Factory current wafer capacity (SEMI WFF)",,晶圆产能,SEMI WFF 工厂级晶圆产能观测。,current,10000,6,Europe & Mideast,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,"Integral, Research and Production Corporation",Discrete,facility_capacity,,,"Integral, Research and Production Corporation - Semiconductor Device Factory",385,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
"Integral, Research and Production Corporation - Integrated Circuit (Transistor Plant) current wafer capacity (SEMI WFF)",,晶圆产能,SEMI WFF 工厂级晶圆产能观测。,current,15000,4,Europe & Mideast,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,"Integral, Research and Production Corporation",Discrete,facility_capacity,,,"Integral, Research and Production Corporation - Integrated Circuit (Transistor Plant)",1488,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
"Integral, Research and Production Corporation - Integrated Circuits current wafer capacity (SEMI WFF)",,晶圆产能,SEMI WFF 工厂级晶圆产能观测。,current,30000,4,Europe & Mideast,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,"Integral, Research and Production Corporation",Discrete,facility_capacity,,,"Integral, Research and Production Corporation - Integrated Circuits",3611,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
Intel - D1X Module 2 current wafer capacity (SEMI WFF),,晶圆产能,SEMI WFF 工厂级晶圆产能观测。,current,13000,12,美洲,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Intel,Logic&Micro,facility_capacity,,,Intel - D1X Module 2,3525,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
Intel - D1X Module 1 current wafer capacity (SEMI WFF),,晶圆产能,SEMI WFF 工厂级晶圆产能观测。,current,13000,12,美洲,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Intel,Logic&Micro,facility_capacity,,,Intel - D1X Module 1,3332,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
Intel - Fab 42 current wafer capacity (SEMI WFF),,晶圆产能,SEMI WFF 工厂级晶圆产能观测。,current,35000,12,美洲,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Intel,Logic&Micro,facility_capacity,,,Intel - Fab 42,3361,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
Intel - D1X Module 3 current wafer capacity (SEMI WFF),,晶圆产能,SEMI WFF 工厂级晶圆产能观测。,current,18000,12,美洲,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Intel,Logic&Micro,facility_capacity,,,Intel - D1X Module 3,5079,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
Intel - Fab 38 Phase 1 (new Fab Israel) current wafer capacity (SEMI WFF),,晶圆产能,SEMI WFF 工厂级晶圆产能观测。,current,30000,12,Europe & Mideast,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Intel,Logic&Micro,facility_capacity,,,Intel - Fab 38 Phase 1 (new Fab Israel),5081,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
Intel - Fab 34 (Module 1 + 2) Intel-Apollo JV current wafer capacity (SEMI WFF),,晶圆产能,SEMI WFF 工厂级晶圆产能观测。,current,40000,12,Europe & Mideast,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Intel,Logic&Micro,facility_capacity,,,Intel - Fab 34 (Module 1 + 2) Intel-Apollo JV,3920,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
"Intel - Fab 11X (includes expansion, was Fab 11E) current wafer capacity (SEMI WFF)",,晶圆产能,SEMI WFF 工厂级晶圆产能观测。,current,50000,12,美洲,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Intel,Logic&Micro,facility_capacity,,,"Intel - Fab 11X (includes expansion, was Fab 11E)",1796,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
Intel - Fab 24 (+ Fab 14 combined) current wafer capacity (SEMI WFF),,晶圆产能,SEMI WFF 工厂级晶圆产能观测。,current,50000,12,Europe & Mideast,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Intel,Logic&Micro,facility_capacity,,,Intel - Fab 24 (+ Fab 14 combined),1802,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
Intel - Fab 28 (+Fab 28A) current wafer capacity (SEMI WFF),,晶圆产能,SEMI WFF 工厂级晶圆产能观测。,current,70000,12,Europe & Mideast,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Intel,Logic&Micro,facility_capacity,,,Intel - Fab 28 (+Fab 28A),1792,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
Intel - Fab 29 - Mod 2 (Magdeburg) current wafer capacity (SEMI WFF),,晶圆产能,SEMI WFF 工厂级晶圆产能观测。,current,30000,12,Europe & Mideast,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Intel,Logic&Micro,facility_capacity,,,Intel - Fab 29 - Mod 2 (Magdeburg),6273,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
Intel - Fab 29 - Mod 1 (Magdeburg) current wafer capacity (SEMI WFF),,晶圆产能,SEMI WFF 工厂级晶圆产能观测。,current,30000,12,Europe & Mideast,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Intel,Logic&Micro,facility_capacity,,,Intel - Fab 29 - Mod 1 (Magdeburg),6247,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
Intel - D1C (+ D1C expansion Fab 20) current wafer capacity (SEMI WFF),,晶圆产能,SEMI WFF 工厂级晶圆产能观测。,current,27000,12,美洲,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Intel,Logic&Micro,facility_capacity,,,Intel - D1C (+ D1C expansion Fab 20),401,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
Intel - Fab 32 Megafab (Fab 32+Fab 22+Fab 12) current wafer capacity (SEMI WFF),,晶圆产能,SEMI WFF 工厂级晶圆产能观测。,current,66000,12,美洲,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Intel,Logic&Micro,facility_capacity,,,Intel - Fab 32 Megafab (Fab 32+Fab 22+Fab 12),2183,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
Intel - RP1 current wafer capacity (SEMI WFF),,晶圆产能,SEMI WFF 工厂级晶圆产能观测。,current,500,12,美洲,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Intel,Other,facility_capacity,,,Intel - RP1,1866,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
Intel - D1D current wafer capacity (SEMI WFF),,晶圆产能,SEMI WFF 工厂级晶圆产能观测。,current,16000,12,美洲,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Intel,Logic&Micro,facility_capacity,,,Intel - D1D,1867,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
Intel - D1X Module 4 current wafer capacity (SEMI WFF),,晶圆产能,SEMI WFF 工厂级晶圆产能观测。,current,16000,12,美洲,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Intel,Logic&Micro,facility_capacity,,,Intel - D1X Module 4,6475,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
Intel - Fab 52 current wafer capacity (SEMI WFF),,晶圆产能,SEMI WFF 工厂级晶圆产能观测。,current,40000,12,美洲,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Intel,Logic&Micro,facility_capacity,,,Intel - Fab 52,6219,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
Intel - Fab 62 current wafer capacity (SEMI WFF),,晶圆产能,SEMI WFF 工厂级晶圆产能观测。,current,32000,12,美洲,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Intel,Logic&Micro,facility_capacity,,,Intel - Fab 62,6220,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
Intel - Fab 27 - Mod 2 (Ohio) current wafer capacity (SEMI WFF),,晶圆产能,SEMI WFF 工厂级晶圆产能观测。,current,25000,12,美洲,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Intel,Logic&Micro,facility_capacity,,,Intel - Fab 27 - Mod 2 (Ohio),6272,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
Intel - Fab 38 Phase 2 current wafer capacity (SEMI WFF),,晶圆产能,SEMI WFF 工厂级晶圆产能观测。,current,25000,12,Europe & Mideast,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Intel,Logic&Micro,facility_capacity,,,Intel - Fab 38 Phase 2,6274,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
Intel - Fab 27 - Mod 1 (Ohio) current wafer capacity (SEMI WFF),,晶圆产能,SEMI WFF 工厂级晶圆产能观测。,current,30000,12,美洲,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Intel,Logic&Micro,facility_capacity,,,Intel - Fab 27 - Mod 1 (Ohio),6246,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
IntelliEPI Inc. - Tianjin fab current wafer capacity (SEMI WFF),,晶圆产能,SEMI WFF 工厂级晶圆产能观测。,current,10000,3,中国,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,IntelliEPI Inc.,EPI,facility_capacity,,,IntelliEPI Inc. - Tianjin fab,5051,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
IntelliEPI Inc. - Ridgemont fab & HQ current wafer capacity (SEMI WFF),,晶圆产能,SEMI WFF 工厂级晶圆产能观测。,current,15000,6,美洲,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,IntelliEPI Inc.,EPI,facility_capacity,,,IntelliEPI Inc. - Ridgemont fab & HQ,5050,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
IntelliEPI Inc. - Richardson fab current wafer capacity (SEMI WFF),,晶圆产能,SEMI WFF 工厂级晶圆产能观测。,current,13000,4,美洲,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,IntelliEPI Inc.,EPI,facility_capacity,,,IntelliEPI Inc. - Richardson fab,3589,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
Inventchip Technology - Yiwu Fab1 current wafer capacity (SEMI WFF),,晶圆产能,SEMI WFF 工厂级晶圆产能观测。,current,10000,6,中国,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Inventchip Technology,Discrete,facility_capacity,,,Inventchip Technology - Yiwu Fab1,6576,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
IPG - Wafer Fab (4-inch line) current wafer capacity (SEMI WFF),,晶圆产能,SEMI WFF 工厂级晶圆产能观测。,current,40000,4,美洲,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,IPG,Opto,facility_capacity,,,IPG - Wafer Fab (4-inch line),6192,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
IQE plc - Newport current wafer capacity (SEMI WFF),,晶圆产能,SEMI WFF 工厂级晶圆产能观测。,current,13000,6,Europe & Mideast,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,IQE plc,EPI,facility_capacity,,,IQE plc - Newport,6700,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
IQE plc - IQE Taiwan current wafer capacity (SEMI WFF),,晶圆产能,SEMI WFF 工厂级晶圆产能观测。,current,10000,6,中国台湾,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,IQE plc,EPI,facility_capacity,,,IQE plc - IQE Taiwan,6701,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
